candidate_id,tech,score
2818,Java,3
2820,Java,5
2824,Java,4
2833,Java,1
2852,Java,6
2866,Java,1
2867,Java,1
2868,Java,3
2873,Java,4
2877,Java,2
2880,Java,3
2889,Java,10
2895,Java,5
2898,Java,3
2900,Java,2
2906,Java,5
2910,Java,5
2914,Java,4
2920,Java,1
2924,Java,3
2927,Java,5
2930,Java,4
2933,Java,3
2934,Java,2
2936,Java,2
2937,Java,5
2939,Java,2
2942,Java,7
2944,Java,5
2948,Java,4
2954,Java,1
2955,Java,2
2957,Java,4
2962,Java,3
2966,Java,1
2967,Java,6
2970,Java,3
2974,Java,3
2975,Java,5
2979,Java,2
2980,Java,4
2989,Java,1
2993,Java,1
2994,Java,2
2996,Java,4
3019,Java,2
3022,Java,2
3029,Java,6
3031,Java,2
3036,Java,4
3038,Java,2
3040,Java,3
3041,Java,5
3042,Java,1
3049,Java,4
3051,Java,3
3054,Java,2
3058,Java,3
3068,Java,2
3075,Java,1
3077,Java,4
3081,Java,3
3087,Java,4
3088,Java,5
3093,Java,1
3094,Java,6
3095,Java,1
3096,Java,5
3098,Java,3
3100,Java,6
3103,Java,1
3104,Java,3
3107,Java,3
3117,Java,3
3119,Java,3
3125,Java,1
3133,Java,2
3134,Java,4
3140,Java,3
3143,Java,1
3147,Java,6
3149,Java,3
3151,Java,3
3152,Java,1
3156,Java,4
3160,Java,3
3163,Java,3
3165,Java,5
3166,Java,2
3170,Java,2
3171,Java,6
3172,Java,2
3175,Java,1
3183,Java,2
3190,Java,3
3193,Java,2
3194,Java,2
3195,Java,4
3205,Java,2
3211,Java,3
3222,Java,4
3225,Java,1
3227,Java,2
3231,Java,5
3232,Java,4
3233,Java,4
3240,Java,2
3243,Java,4
3245,Java,4
3248,Java,3
3258,Java,4
3262,Java,4
3263,Java,5
3268,Java,1
3269,Java,5
3271,Java,1
3279,Java,3
3284,Java,2
3285,Java,1
3288,Java,2
3292,Java,3
3303,Java,2
3304,Java,3
3305,Java,2
3314,Java,3
3319,Java,1
3328,Java,4
3331,Java,2
3343,Java,1
3348,Java,1
3349,Java,2
3354,Java,2
3358,Java,5
3367,Java,1
3373,Java,3
3375,Java,4
3377,Java,4
3378,Java,3
3385,Java,5
3388,Java,4
3390,Java,2
3394,Java,2
3398,Java,1
3401,Java,3
3403,Java,4
3404,Java,7
3405,Java,3
3406,Java,5
3407,Java,4
3408,Java,3
3411,Java,3
3412,Java,7
3420,Java,2
3421,Java,3
3435,Java,2
3439,Java,1
3444,Java,1
3447,Java,6
3448,Java,4
3449,Java,2
3456,Java,5
3457,Java,6
3460,Java,5
3461,Java,6
3476,Java,3
3487,Java,8
3488,Java,1
3491,Java,1
3493,Java,3
3495,Java,10
3498,Java,2
3499,Java,3
3500,Java,5
3516,Java,2
3517,Java,2
3523,Java,5
3527,Java,1
3535,Java,3
3536,Java,3
3543,Java,4
3547,Java,2
3552,Java,1
3554,Java,5
3555,Java,1
3565,Java,4
3579,Java,3
3581,Java,1
3584,Java,4
3586,Java,4
3588,Java,4
3593,Java,4
3601,Java,5
3605,Java,3
3608,Java,3
3635,Java,3
3662,Java,5
3664,Java,1
3666,Java,1
3669,Java,2
3671,Java,3
3673,Java,1
3678,Java,2
3681,Java,3
3683,Java,3
3686,Java,3
3689,Java,3
3692,Java,5
3695,Java,4
3696,Java,1
3697,Java,4
3706,Java,3
3710,Java,3
3711,Java,2
3713,Java,5
3714,Java,3
3719,Java,3
3721,Java,3
3722,Java,2
3723,Java,2
3724,Java,5
3730,Java,5
3732,Java,4
3738,Java,5
3739,Java,8
3745,Java,4
3748,Java,1
3751,Java,6
3759,Java,3
3761,Java,1
3766,Java,2
3769,Java,4
3770,Java,2
3772,Java,3
3777,Java,5
3778,Java,3
3785,Java,5
3795,Java,2
3797,Java,3
3803,Java,5
3807,Java,7
3808,Java,3
3811,Java,2
3814,Java,6
3815,Java,3
3818,Java,2
3819,Java,3
3827,Java,1
3828,Java,3
3829,Java,2
3839,Java,6
3841,Java,1
3844,Java,4
3850,Java,2
3853,Java,5
3854,Java,3
3863,Java,2
3864,Java,3
3865,Java,1
3868,Java,3
3877,Java,2
3884,Java,4
3886,Java,4
3887,Java,5
3895,Java,4
3897,Java,5
3912,Java,1
3920,Java,3
3923,Java,1
3932,Java,5
3940,Java,1
3941,Java,3
3943,Java,2
3950,Java,2
3954,Java,4
3967,Java,3
3973,Java,1
3976,Java,1
3977,Java,3
3980,Java,1
3981,Java,4
3984,Java,2
3987,Java,3
3988,Java,2
3989,Java,4
3991,Java,5
3996,Java,3
3997,Java,4
3998,Java,4
4000,Java,1
4003,Java,5
4004,Java,3
4006,Java,4
4009,Java,2
4010,Java,4
4011,Java,1
4019,Java,5
4020,Java,1
4026,Java,1
4033,Java,4
4034,Java,2
4038,Java,1
4039,Java,2
4043,Java,1
4044,Java,3
4045,Java,1
4050,Java,3
4051,Java,6
4055,Java,4
4056,Java,2
4058,Java,1
4060,Java,1
4061,Java,3
4062,Java,3
4063,Java,3
4067,Java,1
4072,Java,2
4073,Java,2
4078,Java,1
4079,Java,3
4085,Java,1
4086,Java,5
4087,Java,2
4088,Java,3
4093,Java,1
4094,Java,3
4097,Java,4
4098,Java,2
4101,Java,4
4102,Java,2
4104,Java,3
4110,Java,4
4119,Java,3
4124,Java,5
4125,Java,1
4139,Java,3
4143,Java,3
4144,Java,4
4153,Java,3
4161,Java,1
4166,Java,5
4169,Java,4
4175,Java,1
4177,Java,3
4193,Java,1
4196,Java,3
4197,Java,2
4205,Java,3
4206,Java,4
4210,Java,3
4212,Java,4
4215,Java,2
4216,Java,4
4217,Java,6
4219,Java,7
4225,Java,2
4230,Java,1
4231,Java,2
4234,Java,2
4237,Java,2
4243,Java,3
4245,Java,5
4247,Java,1
4252,Java,1
4255,Java,4
4262,Java,8
4263,Java,4
4271,Java,2
4279,Java,3
4287,Java,5
4293,Java,4
4295,Java,2
4296,Java,3
4297,Java,5
4300,Java,5
4310,Java,2
4312,Java,2
4317,Java,3
4334,Java,1
4340,Java,2
4341,Java,5
4344,Java,2
4353,Java,5
4354,Java,6
4356,Java,3
4359,Java,4
4360,Java,4
4367,Java,5
4388,Java,6
4390,Java,1
4393,Java,1
4394,Java,3
4397,Java,4
4404,Java,7
4405,Java,3
4406,Java,4
4408,Java,2
4428,Java,2
4430,Java,6
4431,Java,3
4436,Java,4
4440,Java,3
4441,Java,2
4444,Java,2
4449,Java,3
4451,Java,5
4462,Java,5
4471,Java,4
4480,Java,2
4484,Java,4
4485,Java,2
4491,Java,4
4494,Java,4
4496,Java,6
4499,Java,1
4500,Java,5
4506,Java,4
4510,Java,6
4514,Java,3
4518,Java,7
4522,Java,3
4523,Java,3
4526,Java,1
4529,Java,4
4535,Java,3
4538,Java,8
4546,Java,3
4547,Java,2
4552,Java,4
4555,Java,2
4559,Java,2
4565,Java,4
4590,Java,1
4593,Java,3
4594,Java,3
4595,Java,3
4603,Java,2
4605,Java,3
4616,Java,3
4617,Java,1
4619,Java,4
4622,Java,1
4625,Java,3
4628,Java,4
4630,Java,3
4632,Java,2
4639,Java,4
4642,Java,3
4648,Java,2
4649,Java,3
4650,Java,7
4653,Java,6
4658,Java,1
4659,Java,2
4660,Java,1
4661,Java,3
4662,Java,2
4666,Java,7
4671,Java,5
4684,Java,3
4685,Java,6
4687,Java,4
4688,Java,2
4692,Java,5
4693,Java,2
4695,Java,1
6,R,1
22,R,2
24,R,2
29,R,4
39,R,1
41,R,3
42,R,2
43,R,1
47,R,3
52,R,5
57,R,3
63,R,6
67,R,1
69,R,7
70,R,3
74,R,6
76,R,3
82,R,3
83,R,3
86,R,7
89,R,1
96,R,3
101,R,3
109,R,1
110,R,3
117,R,4
120,R,3
122,R,3
127,R,3
131,R,1
136,R,2
137,R,4
139,R,1
141,R,4
152,R,3
155,R,3
165,R,5
176,R,2
178,R,4
179,R,2
184,R,1
192,R,3
197,R,1
202,R,6
207,R,4
214,R,2
218,R,2
219,R,2
221,R,1
222,R,4
227,R,6
228,R,3
234,R,3
237,R,3
238,R,4
243,R,1
244,R,3
249,R,2
260,R,1
262,R,2
263,R,2
270,R,1
380,R,2
387,R,2
390,R,5
397,R,7
415,R,2
416,R,4
419,R,4
421,R,2
423,R,1
427,R,2
430,R,1
431,R,2
438,R,1
441,R,3
444,R,3
455,R,4
460,R,3
473,R,2
484,R,1
486,R,5
490,R,5
491,R,1
494,R,5
496,R,2
497,R,3
504,R,1
509,R,3
510,R,2
512,R,2
514,R,4
518,R,6
532,R,4
533,R,3
534,R,2
539,R,7
542,R,1
545,R,3
547,R,1
548,R,1
553,R,4
555,R,5
561,R,6
562,R,3
571,R,1
574,R,4
577,R,2
578,R,2
580,R,1
581,R,4
582,R,1
583,R,1
587,R,1
593,R,5
596,R,5
598,R,2
603,R,2
607,R,7
614,R,3
616,R,1
618,R,3
625,R,1
628,R,8
632,R,1
636,R,5
638,R,7
643,R,5
644,R,2
652,R,2
659,R,1
671,R,2
675,R,1
676,R,2
677,R,3
680,R,4
683,R,1
690,R,2
693,R,3
699,R,2
703,R,2
712,R,1
719,R,2
731,R,6
735,R,4
736,R,6
757,R,2
761,R,1
762,R,4
763,R,2
764,R,3
772,R,5
778,R,1
783,R,3
787,R,4
788,R,5
791,R,6
799,R,6
803,R,2
804,R,2
815,R,2
822,R,1
823,R,2
830,R,3
831,R,4
837,R,2
840,R,5
858,R,3
865,R,3
869,R,1
875,R,3
879,R,4
880,R,4
882,R,2
892,R,1
902,R,4
903,R,3
907,R,2
914,R,2
925,R,2
927,R,4
929,R,1
935,R,2
939,R,5
942,R,1
944,R,1
945,R,4
947,R,4
954,R,5
958,R,1
962,R,2
963,R,4
966,R,6
977,R,4
979,R,3
980,R,2
996,R,4
999,R,7
1001,R,2
1029,R,6
1031,R,1
1032,R,1
1041,R,3
1046,R,2
1047,R,3
1049,R,4
1052,R,1
1062,R,3
1082,R,1
1085,R,4
1086,R,2
1089,R,5
1090,R,4
1092,R,5
1093,R,1
1101,R,3
1110,R,3
1111,R,3
1112,R,3
1122,R,4
1123,R,4
1127,R,2
1128,R,7
1129,R,6
1131,R,4
1134,R,5
1142,R,2
1144,R,6
1146,R,3
1150,R,4
1155,R,4
1157,R,3
1167,R,1
1168,R,4
1172,R,5
1178,R,3
1184,R,5
1195,R,1
1198,R,3
1207,R,3
1208,R,7
1212,R,1
1229,R,4
1230,R,6
1234,R,1
1238,R,6
1240,R,4
1241,R,6
1244,R,3
1246,R,2
1253,R,3
1259,R,5
1260,R,2
1261,R,4
1264,R,2
1266,R,1
1275,R,3
1277,R,4
1279,R,4
1280,R,1
1281,R,3
1283,R,4
1293,R,3
1295,R,3
1307,R,2
1311,R,2
1314,R,5
1321,R,1
1331,R,2
1332,R,3
1333,R,5
1336,R,1
1342,R,2
1345,R,2
1350,R,2
1351,R,1
1362,R,6
1371,R,2
1373,R,1
1383,R,3
1387,R,4
1391,R,4
1395,R,1
1396,R,2
1405,R,4
1407,R,4
1410,R,1
1411,R,3
1412,R,4
1415,R,2
1421,R,3
1435,R,5
1439,R,3
1441,R,3
1444,R,5
1450,R,3
1451,R,4
1462,R,1
1466,R,2
1472,R,6
1473,R,4
1474,R,3
1480,R,2
1481,R,5
1483,R,3
1487,R,4
1490,R,4
1498,R,1
1501,R,8
1505,R,1
1510,R,4
1511,R,3
1514,R,1
1519,R,4
1525,R,3
1533,R,2
1534,R,2
1535,R,1
1538,R,4
1541,R,1
1546,R,4
1557,R,4
1559,R,2
1565,R,3
1568,R,3
1571,R,3
1573,R,1
1575,R,1
1580,R,1
1586,R,2
1592,R,7
1595,R,2
1596,R,4
1601,R,3
1613,R,1
1617,R,5
1620,R,3
1621,R,5
1627,R,2
1632,R,3
1634,R,3
1639,R,1
1652,R,2
1655,R,5
1657,R,7
1658,R,3
1661,R,1
1663,R,1
1671,R,3
1684,R,3
1685,R,1
1691,R,2
1695,R,6
1698,R,4
1705,R,1
1707,R,2
1722,R,2
1729,R,3
1735,R,4
1743,R,3
1748,R,4
1753,R,3
1755,R,6
1763,R,1
1765,R,3
1771,R,4
1779,R,5
1788,R,2
1792,R,5
1795,R,3
1796,R,5
1799,R,2
1800,R,5
1805,R,1
1806,R,5
1807,R,6
1811,R,6
1812,R,4
1822,R,1
1825,R,1
1830,R,5
1838,R,2
1840,R,2
1851,R,2
1852,R,3
1856,R,2
1857,R,4
1859,R,3
1861,R,2
1862,R,5
1874,R,3
1877,R,1
1878,R,2
1884,R,2
1886,R,3
1890,R,3
1892,R,2
1894,R,6
1895,R,3
1896,R,3
1899,R,3
1906,R,5
1910,R,3
1925,R,2
1927,R,5
1931,R,3
1936,R,1
1938,R,3
1948,R,7
1949,R,5
1954,R,9
1956,R,6
1957,R,2
1959,R,2
1964,R,3
1966,R,4
1984,R,4
1989,R,2
1990,R,3
1991,R,1
1999,R,1
2009,R,6
2010,R,2
2011,R,3
2015,R,2
2018,R,1
2019,R,2
2042,R,1
2047,R,5
2052,R,6
2055,R,5
2056,R,2
2059,R,2
2060,R,2
2061,R,1
2063,R,1
2075,R,2
2078,R,2
2080,R,1
2082,R,2
2085,R,4
2086,R,1
2089,R,1
2100,R,3
2102,R,4
2106,R,2
2108,R,1
2110,R,4
2112,R,1
2114,R,8
2118,R,3
2120,R,3
2122,R,1
2126,R,1
2128,R,7
2131,R,3
2140,R,2
2145,R,4
2152,R,2
2157,R,4
2175,R,3
2178,R,4
2179,R,1
2181,R,5
2186,R,4
2191,R,2
2193,R,5
2198,R,4
2208,R,1
2221,R,2
2224,R,2
2228,R,3
2229,R,2
2231,R,3
2232,R,4
2233,R,5
2234,R,2
2244,R,1
2245,R,1
2254,R,2
2258,R,5
2259,R,4
2266,R,1
2273,R,2
2280,R,3
2283,R,2
2284,R,2
2287,R,3
2293,R,1
2295,R,4
2298,R,5
2301,R,4
2304,R,3
2306,R,1
2307,R,5
2310,R,5
2314,R,2
2324,R,2
2326,R,3
2327,R,2
2338,R,4
2343,R,1
2350,R,3
2351,R,2
2352,R,2
2360,R,3
2363,R,4
2366,R,4
2367,R,1
2377,R,5
2381,R,3
2384,R,3
2385,R,4
2390,R,1
2391,R,2
2393,R,1
2402,R,4
2412,R,5
2420,R,2
2425,R,2
2429,R,6
2431,R,2
2437,R,2
2438,R,4
2449,R,5
2457,R,2
2483,R,7
2484,R,2
2486,R,4
2493,R,4
2495,R,1
2497,R,4
2498,R,2
2502,R,1
2522,R,3
2523,R,2
2524,R,3
2526,R,2
2528,R,1
2530,R,3
2531,R,5
2537,R,7
2538,R,4
2540,R,1
2544,R,2
2546,R,4
2548,R,4
2552,R,4
2555,R,2
2557,R,1
2561,R,1
2568,R,4
2573,R,1
2586,R,1
2587,R,3
2590,R,3
2593,R,1
2597,R,3
2600,R,3
2609,R,4
2610,R,3
2615,R,6
2621,R,6
2623,R,7
2624,R,2
2632,R,4
2635,R,2
2642,R,3
2643,R,3
2647,R,5
2649,R,1
2674,R,7
2677,R,6
2682,R,2
2683,R,8
2686,R,2
2687,R,3
2693,R,1
2703,R,4
2704,R,5
2710,R,3
2714,R,4
2715,R,2
2716,R,3
2723,R,4
2724,R,3
2727,R,2
2729,R,3
2731,R,4
2735,R,2
2736,R,3
2737,R,2
2739,R,1
2741,R,2
2762,R,2
2763,R,3
2766,R,1
2773,R,3
2774,R,1
2776,R,5
2777,R,4
2778,R,6
2784,R,4
2787,R,5
2789,R,3
2790,R,5
2802,R,4
2814,R,3
2840,R,5
2844,R,6
2849,R,4
2857,R,5
2862,R,2
2863,R,4
2865,R,4
2866,R,2
2868,R,7
2869,R,2
2871,R,2
2877,R,4
2878,R,2
2885,R,2
2887,R,4
2889,R,3
2894,R,3
2896,R,3
2898,R,3
2901,R,3
2910,R,4
2913,R,4
2914,R,4
2920,R,2
2927,R,3
2933,R,2
2939,R,1
2941,R,4
2945,R,2
2949,R,1
2951,R,4
2959,R,2
2961,R,5
2962,R,4
2963,R,2
2970,R,4
2973,R,2
2977,R,6
2980,R,3
2982,R,1
2986,R,1
2989,R,1
2993,R,3
2996,R,2
3002,R,2
3005,R,4
3019,R,3
3024,R,1
3027,R,5
3028,R,1
3031,R,2
3032,R,3
3038,R,2
3039,R,2
3041,R,6
3043,R,6
3047,R,2
3048,R,2
3049,R,6
3055,R,6
3059,R,5
3064,R,1
3068,R,4
3074,R,4
3078,R,5
3084,R,1
3085,R,4
3087,R,4
3092,R,3
3096,R,4
3098,R,4
3114,R,3
3119,R,5
3120,R,4
3128,R,5
3133,R,4
3143,R,5
3144,R,3
3152,R,3
3156,R,3
3160,R,4
3161,R,4
3166,R,1
3170,R,4
3174,R,1
3175,R,3
3184,R,3
3185,R,1
3190,R,3
3192,R,2
3195,R,2
3198,R,3
3199,R,7
3208,R,1
3220,R,6
3245,R,2
3246,R,2
3248,R,4
3258,R,3
3262,R,2
3263,R,2
3264,R,2
3267,R,4
3268,R,4
3274,R,3
3284,R,1
3298,R,2
3301,R,2
3304,R,2
3319,R,3
3324,R,5
3332,R,1
3334,R,5
3341,R,2
3342,R,1
3345,R,5
3349,R,4
3352,R,1
3359,R,1
3367,R,3
3370,R,3
3372,R,3
3376,R,4
3377,R,6
3381,R,1
3383,R,2
3385,R,7
3392,R,4
3394,R,4
3397,R,3
3404,R,3
3405,R,3
3412,R,2
3415,R,1
3417,R,3
3423,R,5
3424,R,2
3426,R,1
3431,R,4
3437,R,3
3438,R,4
3442,R,5
3444,R,4
3447,R,2
3449,R,5
3451,R,2
3452,R,3
3457,R,2
3459,R,2
3462,R,1
3464,R,5
3467,R,5
3469,R,3
3480,R,2
3484,R,1
3488,R,2
3489,R,2
3491,R,3
3497,R,3
3498,R,7
3499,R,2
3500,R,1
3502,R,1
3504,R,3
3508,R,3
3510,R,4
3511,R,3
3516,R,2
3517,R,1
3520,R,5
3524,R,3
3527,R,2
3535,R,3
3536,R,3
3542,R,7
3543,R,3
3547,R,2
3554,R,3
3569,R,5
3574,R,1
3583,R,1
3586,R,2
3591,R,3
3593,R,1
3605,R,2
3608,R,5
3613,R,2
3621,R,1
3622,R,5
3623,R,2
3629,R,3
3640,R,2
3672,R,4
3673,R,2
3683,R,7
3686,R,4
3694,R,3
3699,R,7
3703,R,5
3706,R,2
3711,R,4
3714,R,2
3719,R,3
3730,R,6
3737,R,5
3739,R,1
3745,R,2
3749,R,3
3755,R,2
3759,R,2
3767,R,2
3769,R,2
3786,R,4
3788,R,6
3789,R,1
3797,R,1
3800,R,2
3804,R,2
3816,R,4
3817,R,3
3819,R,3
3826,R,1
3834,R,4
3837,R,2
3843,R,8
3849,R,1
3850,R,5
3853,R,3
3855,R,4
3865,R,1
3866,R,4
3867,R,3
3868,R,2
3878,R,1
3884,R,1
3897,R,4
3898,R,2
3906,R,3
3909,R,2
3918,R,2
3920,R,7
3922,R,1
3923,R,1
3926,R,3
3929,R,4
3932,R,3
3935,R,4
3940,R,2
3941,R,3
3943,R,7
3954,R,6
3956,R,2
3957,R,1
3958,R,5
3960,R,4
3967,R,2
3975,R,2
3976,R,3
3980,R,3
3982,R,1
3984,R,3
3986,R,2
3988,R,2
3994,R,1
4004,R,4
4009,R,1
4010,R,2
4011,R,4
4020,R,4
4028,R,7
4030,R,3
4031,R,4
4037,R,6
4038,R,4
4041,R,2
4044,R,4
4047,R,3
4049,R,5
4052,R,3
4054,R,2
4060,R,1
4062,R,4
4065,R,1
4069,R,1
4081,R,2
4082,R,2
4087,R,2
4089,R,2
4093,R,1
4094,R,1
4096,R,1
4099,R,5
4102,R,1
4110,R,2
4115,R,1
4118,R,3
4125,R,2
4126,R,5
4133,R,3
4139,R,1
4141,R,6
4157,R,3
4162,R,3
4178,R,2
4180,R,3
4186,R,1
4192,R,5
4194,R,1
4203,R,1
4207,R,4
4213,R,3
4215,R,4
4216,R,3
4219,R,4
4226,R,2
4230,R,2
4234,R,4
4239,R,2
4240,R,2
4246,R,1
4252,R,1
4253,R,3
4255,R,3
4260,R,3
4263,R,2
4265,R,3
4275,R,2
4278,R,3
4287,R,4
4293,R,4
4298,R,3
4300,R,5
4302,R,4
4306,R,4
4309,R,4
4317,R,4
4324,R,2
4338,R,5
4342,R,1
4344,R,2
4351,R,2
4354,R,2
4360,R,3
4362,R,3
4367,R,2
4369,R,2
4376,R,3
4381,R,2
4386,R,1
4388,R,3
4391,R,7
4404,R,2
4406,R,1
4411,R,3
4415,R,3
4418,R,3
4440,R,6
4441,R,6
4444,R,2
4449,R,1
4455,R,2
4460,R,1
4469,R,4
4471,R,6
4477,R,1
4484,R,5
4485,R,5
4488,R,4
4503,R,4
4513,R,4
4514,R,3
4515,R,3
4526,R,2
4528,R,3
4542,R,3
4547,R,3
4549,R,2
4558,R,3
4569,R,6
4570,R,3
4575,R,3
4579,R,5
4581,R,4
4591,R,1
4592,R,4
4593,R,3
4595,R,2
4597,R,3
4616,R,3
4621,R,1
4623,R,2
4624,R,3
4632,R,3
4650,R,1
4654,R,1
4660,R,2
4668,R,3
4682,R,3
4685,R,4
4687,R,3
4692,R,4
4693,R,4
4694,R,5
4695,R,2
9,JavaScript,2
22,JavaScript,1
25,JavaScript,4
34,JavaScript,1
35,JavaScript,2
52,JavaScript,5
53,JavaScript,6
63,JavaScript,4
65,JavaScript,1
66,JavaScript,3
68,JavaScript,5
69,JavaScript,4
70,JavaScript,3
75,JavaScript,3
83,JavaScript,2
86,JavaScript,1
87,JavaScript,3
96,JavaScript,7
102,JavaScript,5
103,JavaScript,3
104,JavaScript,3
110,JavaScript,2
113,JavaScript,1
114,JavaScript,1
116,JavaScript,3
120,JavaScript,2
123,JavaScript,1
135,JavaScript,4
136,JavaScript,2
140,JavaScript,1
141,JavaScript,2
146,JavaScript,3
147,JavaScript,5
155,JavaScript,2
161,JavaScript,2
167,JavaScript,1
174,JavaScript,4
180,JavaScript,8
184,JavaScript,1
186,JavaScript,3
188,JavaScript,3
190,JavaScript,8
191,JavaScript,8
193,JavaScript,3
198,JavaScript,2
202,JavaScript,2
204,JavaScript,1
213,JavaScript,3
215,JavaScript,2
221,JavaScript,3
230,JavaScript,1
233,JavaScript,5
237,JavaScript,1
238,JavaScript,3
243,JavaScript,4
244,JavaScript,2
254,JavaScript,2
262,JavaScript,2
263,JavaScript,4
264,JavaScript,4
267,JavaScript,7
272,JavaScript,5
275,JavaScript,1
380,JavaScript,2
390,JavaScript,1
391,JavaScript,2
393,JavaScript,1
394,JavaScript,4
396,JavaScript,2
403,JavaScript,3
407,JavaScript,2
416,JavaScript,3
423,JavaScript,2
429,JavaScript,5
431,JavaScript,1
432,JavaScript,3
438,JavaScript,2
441,JavaScript,2
445,JavaScript,4
453,JavaScript,1
458,JavaScript,1
467,JavaScript,2
469,JavaScript,3
476,JavaScript,4
477,JavaScript,3
484,JavaScript,3
486,JavaScript,3
489,JavaScript,1
497,JavaScript,6
504,JavaScript,3
508,JavaScript,2
510,JavaScript,2
511,JavaScript,2
514,JavaScript,3
516,JavaScript,5
518,JavaScript,3
521,JavaScript,1
522,JavaScript,2
525,JavaScript,3
528,JavaScript,4
538,JavaScript,1
539,JavaScript,1
549,JavaScript,1
550,JavaScript,4
551,JavaScript,3
554,JavaScript,1
567,JavaScript,5
575,JavaScript,3
582,JavaScript,3
587,JavaScript,4
592,JavaScript,4
593,JavaScript,3
594,JavaScript,2
595,JavaScript,4
600,JavaScript,5
605,JavaScript,2
608,JavaScript,2
616,JavaScript,2
622,JavaScript,2
626,JavaScript,1
628,JavaScript,1
630,JavaScript,4
631,JavaScript,5
632,JavaScript,1
637,JavaScript,1
638,JavaScript,1
639,JavaScript,3
643,JavaScript,5
644,JavaScript,2
646,JavaScript,3
656,JavaScript,1
658,JavaScript,3
667,JavaScript,4
671,JavaScript,3
672,JavaScript,4
673,JavaScript,3
674,JavaScript,6
677,JavaScript,1
680,JavaScript,4
686,JavaScript,2
690,JavaScript,6
692,JavaScript,7
693,JavaScript,5
700,JavaScript,1
708,JavaScript,4
713,JavaScript,6
721,JavaScript,7
722,JavaScript,5
731,JavaScript,3
732,JavaScript,3
734,JavaScript,7
735,JavaScript,5
736,JavaScript,1
740,JavaScript,3
745,JavaScript,2
761,JavaScript,4
763,JavaScript,7
774,JavaScript,5
775,JavaScript,2
777,JavaScript,2
791,JavaScript,7
802,JavaScript,3
805,JavaScript,7
819,JavaScript,2
830,JavaScript,3
837,JavaScript,6
840,JavaScript,8
844,JavaScript,5
855,JavaScript,5
858,JavaScript,3
862,JavaScript,1
863,JavaScript,4
868,JavaScript,2
873,JavaScript,2
874,JavaScript,1
875,JavaScript,5
881,JavaScript,1
891,JavaScript,4
896,JavaScript,4
897,JavaScript,1
902,JavaScript,3
903,JavaScript,2
905,JavaScript,5
907,JavaScript,2
914,JavaScript,8
915,JavaScript,3
920,JavaScript,4
923,JavaScript,2
925,JavaScript,2
928,JavaScript,2
929,JavaScript,4
939,JavaScript,4
943,JavaScript,6
949,JavaScript,5
955,JavaScript,8
956,JavaScript,1
957,JavaScript,1
958,JavaScript,4
966,JavaScript,1
969,JavaScript,3
977,JavaScript,1
980,JavaScript,4
990,JavaScript,5
998,JavaScript,2
999,JavaScript,3
1001,JavaScript,5
1015,JavaScript,4
1019,JavaScript,2
1027,JavaScript,2
1031,JavaScript,3
1032,JavaScript,5
1036,JavaScript,7
1046,JavaScript,1
1048,JavaScript,1
1049,JavaScript,6
1052,JavaScript,1
1053,JavaScript,2
1064,JavaScript,1
1090,JavaScript,4
1093,JavaScript,3
1101,JavaScript,2
1104,JavaScript,2
1109,JavaScript,2
1111,JavaScript,1
1112,JavaScript,4
1118,JavaScript,7
1124,JavaScript,2
1129,JavaScript,1
1130,JavaScript,3
1134,JavaScript,5
1135,JavaScript,3
1142,JavaScript,4
1146,JavaScript,5
1155,JavaScript,6
1156,JavaScript,3
1158,JavaScript,3
1159,JavaScript,2
1163,JavaScript,3
1164,JavaScript,7
1166,JavaScript,3
1169,JavaScript,2
1171,JavaScript,6
1179,JavaScript,3
1181,JavaScript,1
1182,JavaScript,2
1183,JavaScript,2
1190,JavaScript,2
1197,JavaScript,4
1200,JavaScript,5
1204,JavaScript,2
1206,JavaScript,1
1208,JavaScript,3
1212,JavaScript,5
1213,JavaScript,5
1222,JavaScript,1
1223,JavaScript,2
1229,JavaScript,4
1231,JavaScript,2
1232,JavaScript,3
1252,JavaScript,3
1255,JavaScript,1
1258,JavaScript,4
1265,JavaScript,1
1269,JavaScript,4
1273,JavaScript,6
1277,JavaScript,8
1278,JavaScript,5
1279,JavaScript,3
1283,JavaScript,3
1287,JavaScript,2
1289,JavaScript,3
1292,JavaScript,5
1295,JavaScript,1
1296,JavaScript,3
1307,JavaScript,2
1311,JavaScript,5
1315,JavaScript,5
1319,JavaScript,4
1328,JavaScript,5
1332,JavaScript,3
1333,JavaScript,4
1334,JavaScript,1
1342,JavaScript,4
1346,JavaScript,3
1351,JavaScript,4
1353,JavaScript,1
1359,JavaScript,5
1362,JavaScript,1
1367,JavaScript,5
1369,JavaScript,2
1370,JavaScript,4
1371,JavaScript,2
1379,JavaScript,3
1381,JavaScript,1
1383,JavaScript,1
1384,JavaScript,3
1387,JavaScript,5
1388,JavaScript,2
1392,JavaScript,2
1396,JavaScript,2
1398,JavaScript,2
1400,JavaScript,4
1408,JavaScript,3
1410,JavaScript,4
1414,JavaScript,2
1416,JavaScript,1
1421,JavaScript,1
1429,JavaScript,3
1444,JavaScript,2
1451,JavaScript,3
1454,JavaScript,1
1455,JavaScript,1
1458,JavaScript,5
1459,JavaScript,2
1463,JavaScript,4
1464,JavaScript,4
1465,JavaScript,4
1467,JavaScript,2
1479,JavaScript,4
1486,JavaScript,4
1487,JavaScript,6
1489,JavaScript,3
1491,JavaScript,4
1496,JavaScript,6
1498,JavaScript,3
1499,JavaScript,7
